Date,AAPL,AMZN,BND,GOOGL,GS,JPM,MSFT,NFLX,TSLA,VOO
2023-11-22,0.0035144645384333102,0.019527539517508373,0.0008469642030802253,0.011097351674924184,0.010956195060118124,0.0023533655445725807,0.012812614912745603,0.006421702736243324,-0.0289800593814889,0.004323465048832096
2023-11-24,-0.007004312668377508,0.00020447670863639518,-0.004795402283381217,-0.012997349847362534,0.0015059722361411712,0.001369573460674227,-0.0011116204307387567,0.0032635932188153764,0.0052943520721977005,0.0005500063501732501
2023-11-27,-0.0009475625236850418,0.006746559883569849,0.006094051170443018,-0.002048421788688604,-0.004245853622425031,-0.0022794338292738458,0.003126418360706944,-0.0008132123881156827,0.002675748103538905,-0.0017448432929738525
2023-11-28,0.003214077734538077,-0.0047383535401517496,0.004225872878242722,0.005791314895714272,-0.00017766111061153414,0.0022846415184387386,0.010802775200849653,-0.0003548081536200208,0.04506946504203568,0.0009816582018610345
2023-11-29,-0.005409659583673831,-0.004828888396740557,0.005190247550327073,-0.016107809797633085,0.01600482522193588,0.005080229651258423,-0.010060183746050375,-0.0037787005398615724,-0.010457205813430381,-0.0006457827418263953
2023-11-30,0.0030627518004415857,-0.0015719722171586702,-0.0032097051001559,-0.018223621110910786,0.0037618254939172924,0.011404825233160906,0.000158418340953888,-0.006747838815207707,-0.016629792613843574,0.0038775670223505265
2023-12-01,0.006791365800086343,0.0064344066326904705,0.008156753595909375,-0.0050554453717385536,0.020173285584353884,0.004869286578004639,-0.011612250422711478,-0.017363991318294084,-0.005206597761023137,0.005865524745926873
2023-12-04,-0.00946462740309622,-0.014894936132684113,-0.004038487287148062,-0.019642016729122472,0.002755279375589125,0.007332360775447687,-0.014338706269717467,-0.02542190188979127,-0.013608005590097548,-0.005025317628955317
2023-12-05,0.021063238834703388,0.014084566393959524,0.006431903132199921,0.013305493647837265,-0.02186672294033652,-0.00012662068155938375,0.0091563009140647,0.0027539105900166033,0.013328802806871001,-0.0003097643294293534
2023-12-06,-0.005687048132362714,-0.016067541747663186,0.002917478024835289,-0.007405154439464057,0.0006437489998628383,-0.010508320557084927,-0.009986045045375556,-0.018499358503937986,0.002722829646282709,-0.0041705167948598385
2023-12-07,0.010139323546202035,0.01632992347483118,-0.0002771125741398376,0.05314557895906708,0.007749199891876195,0.0030707723448191323,0.005829788126554866,0.01179680989427227,0.013660877884298128,0.007825590769365615
2023-12-08,0.007412318899506212,0.003676424756137798,-0.004849591531082744,-0.014167730127691099,0.018019823408582044,0.011033921845721913,0.008842190703209036,0.0038938269150995577,0.004945585852541881,0.004250494983944266
2023-12-11,-0.012927307849790595,-0.010378502226973818,0.00013921667488825002,-0.012593615363008036,0.00265092275163259,0.0036588511161006784,-0.00782948944839998,0.01350935461672516,-0.01681426716823428,0.003877755142202846
2023-12-12,0.007920130400637134,0.010898597193382691,0.002923463707322889,-0.00577679535191321,0.0024163508140218446,0.008925224143835732,0.008295249623280057,0.006762454614153615,-0.011387381846063936,0.004969901410355639
2023-12-13,0.01669144515571058,0.009221593773735161,0.012770739376535174,0.0003773245558837011,0.028700337639830768,0.0033640135861310668,-2.6786355944937706e-05,0.036673889819283205,0.009619842336358037,0.013617110272522473
2023-12-14,0.0007577387094964233,-0.009540434049203341,0.007538435228838143,-0.004752242950939376,0.05717748630166894,0.018192009181605524,-0.022544507375918683,-0.021146764827153636,0.049145430630535725,0.00293652940118225
2023-12-15,-0.0027257322185573903,0.01729753821347545,-0.0014963856050523238,0.005002301424107359,-0.0077189648359860235,0.00756137968637772,0.013117340360797407,0.0047464211524632476,0.009758999874367989,-0.001521614406180052
2023-12-18,-0.008503379397526047,0.027338841569267292,-0.0020436123262817137,0.024132705889501057,-0.010801334429210385,0.006052136422554972,0.005178852974411626,0.02978434442932982,-0.005601570686174803,0.005657048509657957
2023-12-19,0.005360221116335501,-0.0018174467759755938,0.0019112983660886957,0.006259137154824681,0.01607337515582101,0.013355057464087947,0.001637040953919098,0.01830822427770921,0.020390349699748463,0.006084379661407136
2023-12-20,-0.010713943261755508,-0.010858952089543369,0.003270141545812094,0.012367380291919128,-0.012890634163950993,-0.011279285424388868,-0.007072912373177568,-0.011615692553056058,-0.039188250459596716,-0.014434394820272882
2023-12-21,-0.000769990402370369,0.011306871390431619,-0.00013579440456185825,0.0150354336136771,0.008079090907253856,0.005703933434413753,0.007878777029545888,0.004782627977260296,0.029780693649462876,0.0097421527519428
2023-12-22,-0.005547433867449718,-0.0027300973670256606,-0.0006674946073544272,0.007620049410137282,0.00021017571202720984,-0.000597066637458003,0.0027841060977284674,-0.009865494457906835,-0.0077014016261972,0.002325710989370919
2023-12-26,-0.0028409196280724004,-6.514474615578864e-05,0.0009541410482889449,0.00021202048294728746,0.002521979431160031,0.005914069172891508,0.00021360508492755854,0.009100979100387374,0.016116227819877645,0.004158141751620193
2023-12-27,0.0005179017192846273,-0.000456341324213403,0.006400760084398711,-0.008126124367968404,0.007520834739482987,0.005997916661917993,-0.0015747256572810281,0.0012215356593849697,0.01882240507214284,0.0018302168423655753
2023-12-28,0.002226283417388451,0.000260913955115237,-0.0024357399513949517,-0.0009973597956711433,0.005019747764858131,0.005312966749322081,0.003234599119355359,-0.002602734413177805,-0.031594284304201796,0.00015987057591806934
2023-12-29,-0.005424105886755087,-0.009388462612883997,-0.002306032207853027,-0.0038507687555093175,-0.0016563097289715913,-0.0011744096083239832,0.0020251781012893635,-0.007400470552164645,-0.018563856087400105,-0.002671446501982499
2024-01-02,-0.03578666334009584,-0.013228970207501049,-0.004214922778257881,-0.010881267419968095,0.006558308969978656,0.011640208297324168,-0.013748549311694587,-0.03775058474055922,-0.00024145830499574516,-0.00638731251216559
2024-01-03,-0.00748753271238188,-0.009737821159208012,0.0008193692496978426,0.005428095895919088,-0.016765334670877916,-0.004358458327522918,-0.0007280155142900765,0.003756691068569904,-0.040133649843772774,-0.007419186535448795
2024-01-04,-0.012700151414389509,-0.02626789159034874,-0.004502058489494605,-0.01821191198275181,0.0030383290189558336,0.006636157451922,-0.007177550787223098,0.00937779860189961,-0.002180768627033404,-0.0031570274197730112
2024-01-05,-0.004013031244128713,0.004634420246259977,-0.003014980741263943,-0.004839091319472996,0.009113435495827151,0.005017213651350431,-0.0005163529923337285,-0.0012851367305373215,-0.001849229589212462,0.0012808101900839534
2024-01-08,0.024174866005322683,0.026576703830634592,0.004398631125631813,0.022913141591741435,0.006262247424871915,-0.0014512102734066338,0.01887150260109814,0.023140533428676894,0.012463646412957352,0.01430297627644817
2024-01-09,-0.00226341545027641,0.01522460711434103,-0.000136966506034694,0.015197354263943648,-0.01316668032211797,-0.007906060786962136,0.002935820031678188,-0.006061485781921788,-0.022832149320246162,-0.002430462354633254
2024-01-10,0.0056713753041788195,0.015590940651907264,-0.0017792375575903664,0.009435983397311271,-0.0046385542935197185,0.002109460931832215,0.01857408390649588,-0.007799393877050412,-0.004341182513256787,0.006596628287108629
2024-01-11,-0.00322247465801979,0.00943210166226809,0.005210416888956315,-0.001405657506030911,-0.005785923930564439,-0.004210040946765814,0.00485939683476637,0.029059487810226377,-0.02872531910136339,-0.0003424987341833431
2024-01-12,0.0017780867986913335,-0.003608696900532514,0.0020461017919985772,0.004011768426829393,-0.005266622778143515,-0.007339988124486987,0.009983631540507963,-0.00014222481899969826,-0.03666051309877249,0.0004567982035903516
2024-01-16,-0.012317111001999097,-0.009442449238027643,-0.007078613649975262,-0.001121545111571543,0.007147616696310541,-0.006270319665532404,0.0046335207241305085,-0.022187933490083987,0.004659894354721928,-0.003401881932456228
2024-01-17,-0.0051734585435656,-0.009467203666572553,-0.0023307971748040184,-0.007158426788816933,-0.008595135829488522,-0.005357516077407719,-0.00204986195590657,-0.001890956031451547,-0.019826295019532873,-0.0055669935298538215
2024-01-18,0.03257067763364944,0.011798781932089893,-0.0013741551374780757,0.014207920332878241,-0.0007158094780069914,0.0019749945435832998,0.011297398865620669,0.010367895250235189,-0.017026203279914005,0.008892541033546626
2024-01-19,0.015532991174199368,0.011986946826649024,0.0,0.020211940630249264,0.014035203347015156,0.017261972412233026,0.01218683410195963,-0.004862840995311478,0.0014630807600991174,0.012239435432112141
2024-01-22,0.012163268737303176,-0.003604979862209222,0.0016513815948656816,-0.002664294142910157,0.009837726656089433,-0.0011743112624576265,-0.005418073353392517,0.0057148342028898605,-0.015976244642273124,0.0022783713338411127
2024-01-23,0.00665328088603666,0.008011406531487346,-0.002335495174802637,0.007192189557235926,-0.01344699594856923,-0.006583946347475034,0.006027593642215347,0.013341317041709443,0.001628334927784201,0.0029709821302848632
2024-01-24,-0.0034839880814229963,0.005447960655367026,-0.0020655427349454765,0.011289470469976743,-0.003597959809638015,0.008935407170556128,0.009175193001808534,0.10703182188681816,-0.006263735117226884,0.000830292898078328
2024-01-25,-0.0016966331348782888,0.005609771850602181,0.004691510114065936,0.02131807823808288,0.008697992524078189,0.014310864758980938,0.005738323777561593,0.03143870104120576,-0.12125293136804811,0.00562795089707271
2024-01-26,-0.009012733430755813,0.008684596622424722,-0.0015107506999674962,0.0021071135478197825,-0.012829902026376839,-0.0038163736139242314,-0.0023217279908946276,0.014982175996719306,0.0033948152034783655,-0.0006019821932483278
2024-01-29,-0.003585889118991778,0.013448965908227856,0.003988981439937997,0.008673316540210252,0.007332086479313293,0.0026120092374661906,0.014334127562805476,0.009414107636606585,0.041909919103854026,0.007273005305631601
2024-01-30,-0.01924584220640608,-0.014014601164705699,0.0017811534653818237,-0.01335409983926136,0.01658082194417246,0.020494463222854562,-0.0027579443595041925,-0.02247347632853683,0.0034567835721345127,-0.0007087129583416022
2024-01-31,-0.019357581816367726,-0.023899390262627752,0.004239500267624079,-0.07500330190670378,-0.00739262643177116,-0.010835670368266844,-0.026946346158969,0.002238624536339912,-0.022443776470324153,-0.01629098983701151
2024-02-01,0.01334063883841475,0.02628867210877157,0.006036889893526289,0.007566006512594654,-0.0004166653421535312,-0.003613242031470246,0.015594376867042648,0.006027236713322047,0.008382761388752871,0.013158479206694126
2024-02-02,-0.005405115477753028,0.07866649218561846,-0.008960136156616567,0.00864268340218669,0.010446734881555465,0.005756058392865565,0.018425881342576056,-0.005057170918223583,-0.005030164911426852,0.010274418626432094
