Date,AAPL,AMZN,BND,GOOGL,GS,JPM,MSFT,NFLX,TSLA,VOO
2023-12-19,196.68902587890625,153.7899932861328,72.96837615966797,136.64999389648438,382.45001220703125,167.4176483154297,372.571044921875,495.0199890136719,257.2200012207031,436.3890075683594
2023-12-20,194.5817108154297,152.1199951171875,73.20700073242188,138.33999633789062,377.5199890136719,165.529296875,369.9358825683594,489.2699890136719,247.13999938964844,430.0899963378906
2023-12-21,194.431884765625,153.83999633789062,73.19705963134766,140.4199981689453,380.57000732421875,166.4734649658203,372.85052490234375,491.6099853515625,254.5,434.2799987792969
2023-12-22,193.35328674316406,153.4199981689453,73.14820098876953,141.49000549316406,380.6499938964844,166.3740692138672,373.8885803222656,486.760009765625,252.5399932861328,435.2900085449219
2023-12-26,192.80398559570312,153.41000366210938,73.2179946899414,141.52000427246094,381.6099853515625,167.35801696777344,373.96844482421875,491.19000244140625,256.6099853515625,437.1000061035156
2023-12-27,192.90383911132812,153.33999633789062,73.6866455078125,140.3699951171875,384.4800109863281,168.36181640625,373.3795471191406,491.7900085449219,261.44000244140625,437.8999938964844
2023-12-28,193.3332977294922,153.3800048828125,73.50716400146484,140.22999572753906,386.4100036621094,169.25631713867188,374.5872802734375,490.510009765625,253.17999267578125,437.9700012207031
2023-12-29,192.28463745117188,151.94000244140625,73.33765411376953,139.69000244140625,385.7699890136719,169.0575408935547,375.34588623046875,486.8800048828125,248.47999572753906,436.79998779296875
2024-01-02,185.40341186523438,149.92999267578125,73.0285415649414,138.1699981689453,388.29998779296875,171.02540588378906,370.1854248046875,468.5,248.4199981689453,434.010009765625
2024-01-03,184.01519775390625,148.47000122070312,73.08837890625,138.9199981689453,381.7900085449219,170.27999877929688,369.9159240722656,470.260009765625,238.4499969482422,430.7900085449219
2024-01-04,181.6781768798828,144.57000732421875,72.75933074951172,136.38999938964844,382.95001220703125,171.41000366210938,367.2608337402344,474.6700134277344,237.92999267578125,429.42999267578125
2024-01-05,180.9490966796875,145.24000549316406,72.53996276855469,135.72999572753906,386.44000244140625,172.27000427246094,367.0711975097656,474.05999755859375,237.49000549316406,429.9800109863281
2024-01-08,185.32351684570312,149.10000610351562,72.85903930664062,138.83999633789062,388.8599853515625,172.02000427246094,373.9983825683594,485.0299987792969,240.4499969482422,436.1300048828125
2024-01-09,184.904052734375,151.3699951171875,72.84906005859375,140.9499969482422,383.739990234375,170.66000366210938,375.09637451171875,482.0899963378906,234.9600067138672,435.07000732421875
2024-01-10,185.9527130126953,153.72999572753906,72.71944427490234,142.27999877929688,381.9599914550781,171.02000427246094,382.0634460449219,478.3299865722656,233.94000244140625,437.94000244140625
2024-01-11,185.35348510742188,155.17999267578125,73.09834289550781,142.0800018310547,379.75,170.3000030517578,383.9200439453125,492.2300109863281,227.22000122070312,437.7900085449219
2024-01-12,185.6830596923828,154.6199951171875,73.24790954589844,142.64999389648438,377.75,169.0500030517578,387.7529602050781,492.1600036621094,218.88999938964844,437.989990234375
2024-01-16,183.39598083496094,153.16000366210938,72.72941589355469,142.49000549316406,380.45001220703125,167.99000549316406,389.54962158203125,481.239990234375,219.91000366210938,436.5
2024-01-17,182.4471893310547,151.7100067138672,72.55989837646484,141.47000122070312,377.17999267578125,167.08999633789062,388.7510986328125,480.3299865722656,215.5500030517578,434.07000732421875
2024-01-18,188.38961791992188,153.5,72.46018981933594,143.47999572753906,376.9100036621094,167.4199981689453,393.1429748535156,485.30999755859375,211.8800048828125,437.92999267578125
2024-01-19,191.3158721923828,155.33999633789062,72.46018981933594,146.3800048828125,382.20001220703125,170.30999755859375,397.93414306640625,482.95001220703125,212.19000244140625,443.2900085449219
2024-01-22,193.6428985595703,154.77999877929688,72.57984924316406,145.99000549316406,385.9599914550781,170.11000061035156,395.7781066894531,485.7099914550781,208.8000030517578,444.29998779296875
2024-01-23,194.93125915527344,156.02000427246094,72.41033935546875,147.0399932861328,380.7699890136719,168.99000549316406,398.1636962890625,492.19000244140625,209.13999938964844,445.6199951171875
2024-01-24,194.2521209716797,156.8699951171875,72.26077270507812,148.6999969482422,379.3999938964844,170.5,401.8169250488281,544.8699951171875,207.8300018310547,445.989990234375
2024-01-25,193.92254638671875,157.75,72.59978485107422,151.8699951171875,382.70001220703125,172.94000244140625,404.1226806640625,562.0,182.6300048828125,448.5
2024-01-26,192.17477416992188,159.1199951171875,72.49010467529297,152.19000244140625,377.7900085449219,172.27999877929688,403.1844177246094,570.4199829101562,183.25,448.2300109863281
2024-01-29,191.48565673828125,161.25999450683594,72.77926635742188,153.50999450683594,380.55999755859375,172.72999572753906,408.9637145996094,575.7899780273438,190.92999267578125,451.489990234375
2024-01-30,187.80035400390625,159.0,72.90889739990234,151.4600067138672,386.8699951171875,176.27000427246094,407.8358154296875,562.8499755859375,191.58999633789062,451.1700134277344
2024-01-31,184.1649932861328,155.1999969482422,73.2179946899414,140.10000610351562,384.010009765625,174.36000061035156,396.84613037109375,564.1099853515625,187.2899932861328,443.82000732421875
2024-02-01,186.6218719482422,159.27999877929688,73.66000366210938,141.16000366210938,383.8500061035156,173.72999572753906,403.0346984863281,567.510009765625,188.86000061035156,449.6600036621094
2024-02-02,185.6131591796875,171.80999755859375,73.0,142.3800048828125,387.8599853515625,174.72999572753906,410.4609680175781,564.6400146484375,187.91000366210938,454.2799987792969
2024-02-05,187.44081115722656,170.30999755859375,72.41999816894531,143.67999267578125,383.0199890136719,174.5,404.9012451171875,562.0599975585938,181.05999755859375,452.6199951171875
2024-02-06,189.0587615966797,169.14999389648438,72.76000213623047,144.10000610351562,384.989990234375,175.10000610351562,404.74151611328125,555.8800048828125,185.10000610351562,454.0299987792969
2024-02-07,189.1686248779297,170.52999877929688,72.62000274658203,145.5399932861328,386.6600036621094,175.42999267578125,413.28570556640625,559.2999877929688,187.5800018310547,457.760009765625
2024-02-08,188.08001708984375,169.83999633789062,72.43000030517578,145.91000366210938,385.0400085449219,174.8000030517578,413.3456115722656,558.530029296875,189.55999755859375,458.07000732421875
2024-02-09,188.85000610351562,174.4499969482422,72.37000274658203,149.0,384.260009765625,175.00999450683594,419.7737121582031,561.3200073242188,193.57000732421875,460.6700134277344
2024-02-12,187.14999389648438,172.33999633789062,72.38999938964844,147.52999877929688,392.6400146484375,175.7899932861328,414.4934997558594,557.8499755859375,188.1300048828125,460.4599914550781
2024-02-13,185.0399932861328,168.63999938964844,71.76000213623047,145.13999938964844,378.75,174.25999450683594,405.57000732421875,554.52001953125,184.02000427246094,453.9700012207031
2024-02-14,184.14999389648438,170.97999572753906,72.02999877929688,145.94000244140625,378.0400085449219,176.02999877929688,409.489990234375,579.3300170898438,188.7100067138672,458.2900085449219
2024-02-15,183.86000061035156,169.8000030517578,72.2300033569336,142.77000427246094,385.4200134277344,179.8699951171875,406.55999755859375,593.4600219726562,200.4499969482422,461.3900146484375
2024-02-16,182.30999755859375,169.50999450683594,72.0,140.52000427246094,384.44000244140625,179.02999877929688,404.05999755859375,583.9500122070312,199.9499969482422,459.0299987792969
